,Unnamed: 0,ID,OTAZKA,PEDAGOG,HODNOTA_CLOB_OCISTENO,LANG,token,lemma,pos,DetectSentiment,SENTIMENT,lemma_cleaned,token_cleaned,pos_cleaned
1946,1946,750422,45,,Modelovani databaze,['Unknown'],['Modeling' 'Database'],['Modeling' 'Database'],['PROPN' 'PROPN'],na'],Negative,Modeling Database,Modeling Database,PROPN PROPN
1947,1947,748708,45,,"slečna inženýrka Židková vypadala unavená (chodila jsem na to poslední cvičení večer 18:00-19:00), měla jsem tak pocit, že ji mučím :) ",['cs'],"['Miss' 'engineer' 'Jewish' 'looked' 'tired' '(' 'I' 'went' 'to' 'the'
 'last' 'exercise' 'at' '6:00' 'to' '19:00' '),' 'I' 'felt' 'like' 'I'
 'was' 'torturing' 'her' ':)']","['Miss' 'engineer' 'Jewish' 'look' 'tired' '(' 'exercise' '6:00' '19:00'
 '),' 'feel' 'torture' ':)']","['PROPN' 'NOUN' 'PROPN' 'VERB' 'ADJ' 'PUNCT' 'PRON' 'VERB' 'ADP' 'DET'
 'ADJ' 'NOUN' 'ADP' 'NUM' 'ADP' 'NUM' 'NOUN' 'PRON' 'VERB' 'SCONJ' 'PRON'
 'AUX' 'VERB' 'PRON' 'SYM']",positive,Negative,"Miss engineer Jewish look tired ( exercise 6:00 19:00
 ), feel torture :)","Miss engineer Jewish looked tired ( I went to the
 last exercise at 6:00 to 19:00 ), I felt like I
 was torturing her :)","PROPN NOUN PROPN VERB ADJ PUNCT PRON VERB ADP DET
 ADJ NOUN ADP NUM ADP NUM NOUN PRON VERB SCONJ PRON
 AUX VERB PRON SYM"
1948,1948,748710,57,,vše bylo více-méně ponecháno na samostudium ,['cs'],['everything' 'was' 'left' 'to' 'self-study'],['leave' 'self-study'],['PRON' 'AUX' 'VERB' 'PART' 'VERB'],negative,Negative,leave self-study,everything was left to self-study,PRON AUX VERB PART VERB
1949,1949,738217,45,,"posílat přednášky, dřívější bodování, mít úvodní hodinu",['cs'],"['send' 'lectures' ',' 'earlier' 'scoring' ',' 'have' 'an' 'opening'
 'hour']","['send' 'lecture' ',' 'early' 'score' ',' 'open' 'hour']",['VERB' 'NOUN' 'PUNCT' 'ADV' 'VERB' 'PUNCT' 'VERB' 'DET' 'VERB' 'NOUN'],positive,Negative,"send lecture , early score , open hour","send lectures , earlier scoring , have an opening
 hour",VERB NOUN PUNCT ADV VERB PUNCT VERB DET VERB NOUN
1950,1950,738224,56,,přednášky a cvičení online jsou super,['cs'],['lectures' 'and' 'exercises' 'online' 'are' 'great'],['lecture' 'exercise' 'online' 'great'],['NOUN' 'CCONJ' 'NOUN' 'PRON' 'AUX' 'ADJ'],positive,Positive,lecture exercise online great,lectures and exercises online are great,NOUN CCONJ NOUN PRON AUX ADJ
1951,1951,738225,47,,praktičnost,['cs'],['practicality'],['practicality'],['NOUN'],na'],Positive,practicality,practicality,NOUN
1952,1952,750918,47,,"Pristup cviciho, dobre ukoly",['Unknown'],"['Practice' 'access' ',' 'good' 'education']","['Practice' 'access' ',' 'good' 'education']",['NOUN' 'NOUN' 'PUNCT' 'ADJ' 'NOUN'],negative,Positive,"Practice access , good education","Practice access , good education",NOUN NOUN PUNCT ADJ NOUN
1953,1953,751055,56,,"Ačkoliv se to netýkalo přímo tohoto předmětu, tak možnost záznamu přednášky/cvičení.
Časová flexibilita.",['cs'],"['Although' 'it' 'was' 'not' 'directly' 'related' 'to' 'this' 'subject'
 ',' 'it' 'was' 'possible' 'to' 'record' 'lecture/training' '.' 'Time'
 'flexibility' '.']","['directly' 'relate' 'subject' ',' 'record' 'lecture/training' '.' 'Time'
 'flexibility' '.']","['SCONJ' 'PRON' 'AUX' 'PART' 'ADV' 'VERB' 'ADP' 'DET' 'NOUN' 'PUNCT'
 'PRON' 'AUX' 'ADJ' 'PART' 'VERB' 'VERB' 'PUNCT' 'NOUN' 'NOUN' 'PUNCT']",positive,Positive,"directly relate subject , record lecture/training . Time
 flexibility .","Although it was not directly related to this subject
 , it was possible to record lecture/training . Time
 flexibility .","SCONJ PRON AUX PART ADV VERB ADP DET NOUN PUNCT
 PRON AUX ADJ PART VERB VERB PUNCT NOUN NOUN PUNCT"
1954,1954,751056,47,,Pohled z praxe. ,['cs'],['A' 'look' 'from' 'practice' '.'],['practice' '.'],['DET' 'NOUN' 'ADP' 'NOUN' 'PUNCT'],negative,Positive,practice .,A look from practice .,DET NOUN ADP NOUN PUNCT
1955,1955,751062,56,,"V tomhle případě (mimosemestrální kurz) byla forma vyhovující, leč relativně vyčerpávající. ",['cs'],"['In' 'this' 'case' '(' 'extra-semester' 'course' ')' 'the' 'form' 'was'
 'satisfactory' ',' 'but' 'relatively' 'exhaustive' '.']","['case' '(' 'extra-semester' ')' 'form' 'satisfactory' ',' 'exhaustive'
 '.']","['ADP' 'DET' 'NOUN' 'PUNCT' 'ADV' 'ADV' 'PUNCT' 'DET' 'NOUN' 'AUX' 'ADJ'
 'PUNCT' 'CCONJ' 'ADV' 'ADJ' 'PUNCT']",positive,Positive,"case ( extra-semester ) form satisfactory , exhaustive
 .","In this case ( extra-semester course ) the form was
 satisfactory , but relatively exhaustive .","ADP DET NOUN PUNCT ADV ADV PUNCT DET NOUN AUX ADJ
 PUNCT CCONJ ADV ADJ PUNCT"
1956,1956,751066,57,,-,['Unknown'],['-'],['-'],['PUNCT'],na'],Negative,-,-,PUNCT
1957,1957,751067,47,,Technické a praktické. ,['cs'],['Technical' 'and?practical' '.'],['Technical' 'and?practical' '.'],['ADJ' 'ADJ' 'PUNCT'],negative,Positive,Technical and?practical .,Technical and?practical .,ADJ ADJ PUNCT
1958,1958,751069,45,,Možná trošku učesat formu prezentací + připravit vychytané podklady. ,['cs'],"['Maybe' 'a' 'little' 'bit' 'of' 'comb' 'the' 'form' 'of' 'presentations'
 '+' 'prepare' 'the' 'prepared' 'materials' '.']",['bit' 'comb' 'form' 'presentation' '+' 'prepare' 'prepare' 'material' '.'],"['ADV' 'DET' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'DET' 'NOUN' 'ADP' 'NOUN' 'SYM'
 'VERB' 'DET' 'ADJ' 'NOUN' 'PUNCT']",positive,Negative,bit comb form presentation + prepare prepare material .,"Maybe a little bit of comb the form of presentations
 + prepare the prepared materials .","ADV DET ADJ NOUN ADP NOUN DET NOUN ADP NOUN SYM
 VERB DET ADJ NOUN PUNCT"
1959,1959,749602,56,,ocenil jsem screencasty cvičení.,['cs'],['I' 'appreciated' 'the' 'screencasts' 'exercise' '.'],['appreciate' 'screencasts' 'exercise' '.'],['PRON' 'VERB' 'DET' 'NOUN' 'NOUN' 'PUNCT'],positive,Positive,appreciate screencasts exercise .,I appreciated the screencasts exercise .,PRON VERB DET NOUN NOUN PUNCT
1960,1960,738601,56,,Posílání prezentací sloužící k vysvětlení látky.,['cs'],['Sending' 'presentations' 'to' 'explain' 'the' 'substance' '.'],['Sending' 'presentation' 'explain' 'substance' '.'],['VERB' 'NOUN' 'PART' 'VERB' 'DET' 'NOUN' 'PUNCT'],positive,Positive,Sending presentation explain substance .,Sending presentations to explain the substance .,VERB NOUN PART VERB DET NOUN PUNCT
1961,1961,738602,47,,"Přístup paní Židkové, kdy jí šlo hlavně o to, aby nám tento předmět skutečně něco přinesl. Některé věci jsou užitečné.",['cs'],"['The' 'approach' 'of' 'Mrs' '.' 'Jewish' 'woman' ',' 'when' 'she' 'was'
 'mainly' 'concerned' 'about' 'bringing' 'us' 'something' ',' 'some'
 'things' 'are' 'useful' '.']","['approach' 'Mrs' '.' 'Jewish' 'woman' ',' 'concerned' 'bring' ',' 'thing'
 '.']","['DET' 'NOUN' 'ADP' 'PROPN' 'PUNCT' 'ADJ' 'NOUN' 'PUNCT' 'ADV' 'PRON'
 'AUX' 'ADV' 'ADJ' 'SCONJ' 'VERB' 'PRON' 'PRON' 'PUNCT' 'DET' 'NOUN' 'AUX'
 'ADJ' 'PUNCT']",negative,Positive,"approach Mrs . Jewish woman , concerned bring , thing
 .","The approach of Mrs . Jewish woman , when she was
 mainly concerned about bringing us something , some
 things are useful .","DET NOUN ADP PROPN PUNCT ADJ NOUN PUNCT ADV PRON
 AUX ADV ADJ SCONJ VERB PRON PRON PUNCT DET NOUN AUX
 ADJ PUNCT"
1962,1962,738604,45,,Nedávat zbytečně dlouhé úkoly. To bylo občas velice demotivující.,['cs'],['Sometimes' 'it' 'was' 'very' 'demotivating' '.'],['demotivate' '.'],['ADV' 'PRON' 'AUX' 'ADV' 'ADJ' 'PUNCT'],positive,Negative,demotivate .,Sometimes it was very demotivating .,ADV PRON AUX ADV ADJ PUNCT
1963,1963,738606,57,,Nebyla výuka přes MS Teams.,['cs'],"['She' ""wasn't"" 'teaching' 'through' 'MS' 'Teams' '.']",['teach' 'MS' 'Teams' '.'],['PRON' 'VERB' 'VERB' 'ADP' 'PROPN' 'PROPN' 'PUNCT'],negative,Negative,teach MS Teams .,"She ""wasnt"" teaching through MS Teams .",PRON VERB VERB ADP PROPN PROPN PUNCT
1964,1964,731734,54,,Teorie informace a inference - bayesovské sítě. Dobývání znalostí z databází - metody.,['cs'],"['Information' 'theory' 'and' 'inference' '-' 'Bayesian' 'networks' '.'
 'Knowledge' 'acquisition' 'from' 'databases' '-' 'methods' '.']","['Information' 'theory' 'inference' '-' 'Bayesian' 'network' '.'
 'Knowledge' 'acquisition' 'database' '-' 'method' '.']","['NOUN' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT' 'ADJ' 'NOUN' 'PUNCT' 'PROPN' 'NOUN'
 'ADP' 'NOUN' 'PUNCT' 'NOUN' 'PUNCT']",negative,Neutral,"Information theory inference - Bayesian network .
 Knowledge acquisition database - method .","Information theory and inference - Bayesian networks .
 Knowledge acquisition from databases - methods .","NOUN NOUN CCONJ NOUN PUNCT ADJ NOUN PUNCT PROPN NOUN
 ADP NOUN PUNCT NOUN PUNCT"
1965,1965,731860,45,, ,[],[],[],[],,Negative,,,
1966,1966,731863,54,, ,[],[],[],[],,Neutral,,,
1967,1967,731869,56,, ,[],[],[],[],,Positive,,,
1968,1968,731870,47,, ,[],[],[],[],,Positive,,,
1969,1969,731872,57,, ,[],[],[],[],,Negative,,,
1970,1970,731554,45,, ,[],[],[],[],,Negative,,,
1971,1971,731557,54,,"Principy inteligentních systémů - část oblasti bayesovské sítě, apod.",['cs'],"['Principles' 'of' 'intelligent' 'systems' '-' 'part' 'of' 'Bayes'
 'network' 'area' ',' 'etc' '.']","['Principles' 'intelligent' 'system' '-' 'part' 'Bayes' 'network' 'area'
 ',' '.']","['NOUN' 'ADP' 'ADJ' 'NOUN' 'PUNCT' 'NOUN' 'ADP' 'PROPN' 'NOUN' 'NOUN'
 'PUNCT' 'X' 'PUNCT']",positive,Neutral,"Principles intelligent system - part Bayes network area
 , .","Principles of intelligent systems - part of Bayes
 network area , etc .","NOUN ADP ADJ NOUN PUNCT NOUN ADP PROPN NOUN NOUN
 PUNCT X PUNCT"
1972,1972,731564,56,, ,[],[],[],[],,Positive,,,
1973,1973,731933,45,, ,[],[],[],[],,Negative,,,
1974,1974,731941,56,, ,[],[],[],[],,Positive,,,
1975,1975,731942,47,, ,[],[],[],[],,Positive,,,
1976,1976,731944,57,, ,[],[],[],[],,Negative,,,
1977,1977,732093,56,, ,[],[],[],[],,Positive,,,
1978,1978,732094,47,, ,[],[],[],[],,Positive,,,
1979,1979,732096,57,, ,[],[],[],[],,Negative,,,
1980,1980,732132,45,, ,[],[],[],[],,Negative,,,
1981,1981,732139,56,, ,[],[],[],[],,Positive,,,
1982,1982,732140,47,, ,[],[],[],[],,Positive,,,
1983,1983,732142,57,, ,[],[],[],[],,Negative,,,
1985,1985,740781,56,,možná jen zajímavé přednášky pana Černého,['cs'],['Maybe' 'just' 'interesting' 'lectures' 'by' 'Mr' '.' 'Black'],['interest' 'lecture' 'Mr' '.' 'Black'],['ADV' 'ADV' 'ADJ' 'NOUN' 'ADP' 'PROPN' 'PUNCT' 'PROPN'],negative,Positive,interest lecture Mr . Black,Maybe just interesting lectures by Mr . Black,ADV ADV ADJ NOUN ADP PROPN PUNCT PROPN
1987,1987,733122,56,,Možnosť online konzultácií ,['Unknown'],['Possible' 'online' 'consults'],['online' 'consult'],['ADJ' 'ADJ' 'NOUN'],negative,Positive,online consult,Possible online consults,ADJ ADJ NOUN
1988,1988,733378,57,,Neinformovanosť o ukončení predmetu,['cs'],['Not' 'informed' 'about' 'the' 'end' 'of' 'the' 'predmet'],['inform' 'end' 'predmet'],['PART' 'VERB' 'ADP' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN'],negative,Negative,inform end predmet,Not informed about the end of the predmet,PART VERB ADP DET NOUN ADP DET NOUN
1989,1989,733387,45,,"Učit více prakticky a ne pouze základní věci (jako jak se vkládá tabulka nebo kopíruje formát), které všichni znají už ze základní školy",['cs'],"['Teaching' 'more' 'practically' 'and' 'not' 'just' 'basic' 'things' '('
 'as' 'the' 'table' 'is' 'inserted' 'or' 'copied' 'format' ')' 'which'
 'everyone' 'knows' 'from' 'primary' 'school']","['Teaching' 'practically' 'basic' 'thing' '(' 'table' 'insert' 'copy'
 'format' ')' 'primary' 'school']","['VERB' 'ADJ' 'ADV' 'CCONJ' 'PART' 'ADV' 'ADJ' 'NOUN' 'PUNCT' 'ADP' 'DET'
 'NOUN' 'AUX' 'VERB' 'CCONJ' 'VERB' 'NOUN' 'PUNCT' 'PRON' 'PRON' 'VERB'
 'ADP' 'ADJ' 'NOUN']",negative,Negative,"Teaching practically basic thing ( table insert copy
 format ) primary school","Teaching more practically and not just basic things (
 as the table is inserted or copied format ) which
 everyone knows from primary school","VERB ADJ ADV CCONJ PART ADV ADJ NOUN PUNCT ADP DET
 NOUN AUX VERB CCONJ VERB NOUN PUNCT PRON PRON VERB
 ADP ADJ NOUN"
1990,1990,733389,54,,Používání wordu s excelu pro seminární práce v jiných předmětech ,['cs'],"['Use' 'word' 'with' 'excel' 'for' 'seminary' 'work' 'in' 'other'
 'subjects']",['word' 'excel' 'seminary' 'work' 'subject'],['VERB' 'NOUN' 'ADP' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'ADP' 'ADJ' 'NOUN'],negative,Neutral,word excel seminary work subject,"Use word with excel for seminary work in other
 subjects",VERB NOUN ADP NOUN ADP ADJ NOUN ADP ADJ NOUN
1991,1991,733395,56,,"Minitesty přes insis, závěrečný test přes insis",['cs'],"['Minitates' 'through' 'insis' ',' 'final' 'test' 'through' 'insis']","['Minitates' 'insis' ',' 'final' 'test' 'insis']",['PROPN' 'ADP' 'NOUN' 'PUNCT' 'ADJ' 'NOUN' 'ADP' 'NOUN'],negative,Positive,"Minitates insis , final test insis","Minitates through insis , final test through insis",PROPN ADP NOUN PUNCT ADJ NOUN ADP NOUN
1992,1992,733396,47,,.,['Unknown'],['.'],['.'],['PUNCT'],negative,Positive,.,.,PUNCT
1993,1993,733401,57,,"Všechny praktické věci jsme museli nastudovat sami, nebyla poskytnuta žádná výukový videa nebo odkazy, kde dané informace hledat, a vše bylo na samostudiu",['cs'],"['All' 'practical' 'things' 'we' 'had' 'to' 'study' 'ourselves' ',' 'no'
 'teaching' 'videos' 'or' 'links' 'were' 'provided' 'where' 'to' 'search'
 'for' 'the' 'information' 'and' 'everything' 'was' 'self-study']","['practical' 'thing' 'study' ',' 'teach' 'video' 'link' 'provide' 'search'
 'information' 'self-study']","['DET' 'ADJ' 'NOUN' 'PRON' 'VERB' 'PART' 'VERB' 'PRON' 'PUNCT' 'DET'
 'NOUN' 'NOUN' 'CCONJ' 'NOUN' 'AUX' 'VERB' 'ADV' 'PART' 'VERB' 'ADP' 'DET'
 'NOUN' 'CCONJ' 'PRON' 'AUX' 'NUM']",negative,Negative,"practical thing study , teach video link provide search
 information self-study","All practical things we had to study ourselves , no
 teaching videos or links were provided where to search
 for the information and everything was self-study","DET ADJ NOUN PRON VERB PART VERB PRON PUNCT DET
 NOUN NOUN CCONJ NOUN AUX VERB ADV PART VERB ADP DET
 NOUN CCONJ PRON AUX NUM"
1994,1994,733656,56,,"Z tohoto předmětu žádná online výuka nebyla, tedy až na posíláni prezentací a psaní testů",['cs'],"['There' 'was' 'no' 'online' 'teaching' 'from' 'this' 'subject' 'except'
 'for' 'sending' 'presentations' 'and' 'writing' 'tests']",['online' 'teach' 'subject' 'send' 'presentation' 'write' 'test'],"['PRON' 'VERB' 'DET' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'ADP' 'SCONJ' 'VERB'
 'NOUN' 'CCONJ' 'VERB' 'NOUN']",negative,Positive,online teach subject send presentation write test,"There was no online teaching from this subject except
 for sending presentations and writing tests","PRON VERB DET ADJ NOUN ADP DET NOUN ADP SCONJ VERB
 NOUN CCONJ VERB NOUN"
1995,1995,733657,47,,Nic,['Unknown'],['Nothing'],[],['PRON'],positive,Positive,,Nothing,PRON
1996,1996,733661,57,,Nesrozumitelnost některých úkolů,['cs'],['Incomprehensible' 'to' 'certain' 'tasks'],['Incomprehensible' 'task'],['ADJ' 'PART' 'ADJ' 'NOUN'],positive,Negative,Incomprehensible task,Incomprehensible to certain tasks,ADJ PART ADJ NOUN
1997,1997,740773,45,,"Dostupnost materiálů, pár přednášek od externistů odpadlo, což je škoda",['cs'],"['Accessibility' 'of' 'materials' ',' 'a' 'few' 'lectures' 'from'
 'externalists' 'have' 'fallen' 'out' ',' 'which' 'is' 'a' 'shame']","['Accessibility' 'material' ',' 'lecture' 'externalist' 'fall' ',' 'shame']","['NOUN' 'ADP' 'NOUN' 'PUNCT' 'DET' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'AUX' 'VERB'
 'ADP' 'PUNCT' 'PRON' 'AUX' 'DET' 'NOUN']",negative,Negative,"Accessibility material , lecture externalist fall , shame","Accessibility of materials , a few lectures from
 externalists have fallen out , which is a shame","NOUN ADP NOUN PUNCT DET ADJ NOUN ADP NOUN AUX VERB
 ADP PUNCT PRON AUX DET NOUN"
1998,1998,741146,45,,-,['Unknown'],['-'],['-'],['PUNCT'],na'],Negative,-,-,PUNCT
1999,1999,741158,47,,"Pán Chlapek je opravdu profesionál, který vysvětlí vše jak je. Do toho to doplňovala paní Palovská na cvičeních. Bylo to opravdu fajn! ",['cs'],"['Mr' '.' 'Boy' 'is' 'a' 'real' 'professional' 'who' 'explains'
 'everything' 'he' 'is' ',' 'and' 'Mrs' '.' 'Palovská' 'added' 'it' 'to'
 'her' 'workouts' '.']","['Mr' '.' 'Boy' 'real' 'professional' 'explain' ',' 'Mrs' '.' 'Palovská'
 'add' 'workout' '.']","['PROPN' 'PUNCT' 'PROPN' 'AUX' 'DET' 'ADJ' 'ADJ' 'PRON' 'VERB' 'PRON'
 'PRON' 'VERB' 'PUNCT' 'CCONJ' 'PROPN' 'PUNCT' 'PROPN' 'VERB' 'PRON' 'ADP'
 'PRON' 'NOUN' 'PUNCT']",negative,Positive,"Mr . Boy real professional explain , Mrs . Palovská
 add workout .","Mr . Boy is a real professional who explains
 everything he is , and Mrs . Palovská added it to
 her workouts .","PROPN PUNCT PROPN AUX DET ADJ ADJ PRON VERB PRON
 PRON VERB PUNCT CCONJ PROPN PUNCT PROPN VERB PRON ADP
 PRON NOUN PUNCT"
2000,2000,741160,57,,- ,['Unknown'],['-'],['-'],['PUNCT'],na'],Negative,-,-,PUNCT
2002,2002,733648,45,,Témata,['Unknown'],['Topics'],['Topics'],['NOUN'],na'],Negative,Topics,Topics,NOUN
2004,2004,741615,56,,nahrávání cvičení na teams,['cs'],['recording' 'exercises' 'to' 'teams'],['record' 'exercise' 'team'],['VERB' 'NOUN' 'ADP' 'NOUN'],positive,Positive,record exercise team,recording exercises to teams,VERB NOUN ADP NOUN
2005,2005,741748,56,,"Záznamy z přednášek (ale ten lidský kontakt tam zase chybí, takže klidně přednáška kontaktní s možností pustit si ji ze záznamu)",['cs'],"['Lecture' 'records' '(' 'but' 'the' 'human' 'contact' 'is' 'missing'
 'again' ',' 'so' 'feel' 'free' 'to' 'contact' 'the' 'lecture' 'with'
 'the' 'possibility' 'to' 'watch' 'it' 'from' 'the' 'record' ')']","['Lecture' 'record' '(' 'human' 'contact' 'miss' ',' 'feel' 'free'
 'contact' 'lecture' 'possibility' 'watch' 'record' ')']","['ADJ' 'NOUN' 'PUNCT' 'CCONJ' 'DET' 'ADJ' 'NOUN' 'AUX' 'VERB' 'ADV'
 'PUNCT' 'ADV' 'VERB' 'ADJ' 'PART' 'VERB' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN'
 'PART' 'VERB' 'PRON' 'ADP' 'DET' 'NOUN' 'PUNCT']",negative,Positive,"Lecture record ( human contact miss , feel free
 contact lecture possibility watch record )","Lecture records ( but the human contact is missing
 again , so feel free to contact the lecture with
 the possibility to watch it from the record )","ADJ NOUN PUNCT CCONJ DET ADJ NOUN AUX VERB ADV
 PUNCT ADV VERB ADJ PART VERB DET NOUN ADP DET NOUN
 PART VERB PRON ADP DET NOUN PUNCT"
2006,2006,741749,47,,"Vyučující Ing. O. Svatoš, Ph.D., spravedlivý, rozumný, dělá svoji práci dobře, předmět mě moc bavil",['cs'],"['Teaching' 'Ing' '.' 'O' '.' 'Svatoš' ',' 'Ph.D' '.' ',' 'fair' ','
 'reasonable' ',' 'doing' 'his' 'job' 'well' ',' 'the' 'subject' 'I'
 'enjoyed' 'very' 'much']","['Teaching' 'Ing' '.' '.' 'Svatoš' ',' 'Ph.D' '.' ',' 'fair' ','
 'reasonable' ',' 'job' ',' 'subject' 'enjoy']","['VERB' 'PROPN' 'PUNCT' 'INTJ' 'PUNCT' 'PROPN' 'PUNCT' 'PROPN' 'PUNCT'
 'PUNCT' 'ADJ' 'PUNCT' 'ADJ' 'PUNCT' 'VERB' 'PRON' 'NOUN' 'ADV' 'PUNCT'
 'DET' 'NOUN' 'PRON' 'VERB' 'ADV' 'ADJ']",positive,Positive,"Teaching Ing . . Svatoš , Ph.D . , fair ,
 reasonable , job , subject enjoy","Teaching Ing . O . Svatoš , Ph.D . , fair ,
 reasonable , doing his job well , the subject I
 enjoyed very much","VERB PROPN PUNCT INTJ PUNCT PROPN PUNCT PROPN PUNCT
 PUNCT ADJ PUNCT ADJ PUNCT VERB PRON NOUN ADV PUNCT
 DET NOUN PRON VERB ADV ADJ"
2007,2007,734025,54,,"Podnikové informační systémy, IT Governance",['cs'],"['Corporate' 'Information' 'Systems' ',' 'IT' 'Governance']","['Corporate' 'Information' 'Systems' ',' 'Governance']",['ADJ' 'NOUN' 'NOUN' 'PUNCT' 'PRON' 'PROPN'],negative,Neutral,"Corporate Information Systems , Governance","Corporate Information Systems , IT Governance",ADJ NOUN NOUN PUNCT PRON PROPN
2008,2008,734510,45,,Více materiálů na test a především na druhou semestrální práci,['cs'],"['More' 'materials' 'for' 'the' 'test' 'and' 'especially' 'for' 'the'
 'second' 'semester' 'work']",['material' 'test' 'semester' 'work'],"['ADJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'CCONJ' 'ADV' 'ADP' 'DET' 'ADJ' 'NOUN'
 'NOUN']",negative,Negative,material test semester work,"More materials for the test and especially for the
 second semester work","ADJ NOUN ADP DET NOUN CCONJ ADV ADP DET ADJ NOUN
 NOUN"
